Fuente,Opinion,Fecha,Etiqueta
Facebook,creo que la PUCE deberia integrar ChatGPT de forma oficial en las clases de contabilidad,7/26/2026,2
X,usar Gemini para practicar calculo fuera de clase me ha subido el promedio,7/20/2026,2
X,gracias a DeepSeek pude terminar mi proyecto de mineria de datos a tiempo y aprendiendo en el proceso,7/22/2026,2
TikTok,en la ESPOL varios companeros usamos Copilot para organizar mejor nuestros proyectos de enfermeria,7/5/2026,2
Facebook,aprender a usar bien ChatGPT deberia ser parte del pensum en la PUCE,7/27/2026,2
Facebook,los docentes de la ESPOL que usan Gemini para preparar sus clases avanzan mas rapido,6/24/2026,2
X,definitivamente la ESPOL deberia ofrecer capacitaciones sobre el uso correcto de DeepSeek,7/23/2026,2
Facebook,gracias a Copilot pude terminar mi proyecto de calculo a tiempo y aprendiendo en el proceso,6/26/2026,2
TikTok,el que rechaza Claude de plano se esta quedando atras en contabilidad,7/19/2026,2
TikTok,Claude me ayudo a prepararme mejor para el examen de diseno grafico,7/29/2026,2
Facebook,ChatGPT me explica mejor los conceptos de arquitectura que algunos docentes,6/29/2026,2
TikTok,creo que la ESPOL deberia integrar estas herramientas de ia de forma oficial en las clases de medicina,7/18/2026,2
Facebook,el que rechaza los chatbots de ia de plano se esta quedando atras en enfermeria,7/2/2026,2
Facebook,uso DeepSeek como tutor personal las 24 horas y he mejorado bastante en medicina,7/16/2026,2
TikTok,definitivamente la Universidad Nacional de Loja deberia ofrecer capacitaciones sobre el uso correcto de Claude,7/21/2026,2
Facebook,los docentes de la UTM que usan Copilot para preparar sus clases avanzan mas rapido,7/26/2026,2
X,"con Claude puedo revisar mis errores de diseno grafico al instante, aprendo mas rapido asi",7/28/2026,2
Facebook,gracias a ChatGPT entiendo mejor los ejercicios de arquitectura que antes se me complicaban,6/28/2026,2
Facebook,definitivamente la Universidad Tecnica de Ambato deberia ofrecer capacitaciones sobre el uso correcto de DeepSeek,7/28/2026,2
Facebook,creo que la Universidad de Guayaquil deberia integrar DeepSeek de forma oficial en las clases de bases de datos,6/18/2026,2
TikTok,en la Universidad de Cuenca varios companeros usamos Copilot para organizar mejor nuestros proyectos de medicina,7/22/2026,2
TikTok,DeepSeek me explica mejor los conceptos de psicologia que algunos docentes,6/20/2026,2
TikTok,definitivamente la Universidad de Guayaquil deberia ofrecer capacitaciones sobre el uso correcto de Claude,6/22/2026,2
TikTok,ChatGPT me explica mejor los conceptos de bases de datos que algunos docentes,6/29/2026,2
X,creo que la ESPOL deberia integrar Gemini de forma oficial en las clases de marketing,7/31/2026,2
X,usar Gemini para practicar medicina fuera de clase me ha subido el promedio,7/29/2026,2
TikTok,los docentes de la Universidad Nacional de Loja que usan estas herramientas de ia para preparar sus clases avanzan mas rapido,6/30/2026,2
Facebook,"si se usa con criterio, Gemini potencia el aprendizaje en vez de reemplazarlo",7/9/2026,2
TikTok,creo que la PUCE deberia integrar Gemini de forma oficial en las clases de programacion,7/1/2026,2
Facebook,gracias a Claude entiendo mejor los ejercicios de mineria de datos que antes se me complicaban,7/30/2026,2
Facebook,"es innegable que Gemini agiliza el trabajo, el problema es solo de quienes abusan",7/31/2026,2
TikTok,usar Gemini en bases de datos me ha ayudado muchisimo a entender mejor los temas dificiles,7/11/2026,2
TikTok,los docentes de la Universidad de Cuenca que usan estas herramientas de ia para preparar sus clases avanzan mas rapido,7/13/2026,2
Facebook,depender tanto de estas herramientas de ia para marketing esta afectando la capacidad de razonar de los estudiantes,6/12/2026,1
Facebook,cuando prohiban Copilot en la UTPL recien se van a dar cuenta cuanto dependian de eso,6/22/2026,1
Facebook,depender tanto de DeepSeek para estadistica esta afectando la capacidad de razonar de los estudiantes,6/27/2026,1
TikTok,es preocupante ver companeros de bases de datos que no distinguen si aprendieron algo o solo copiaron de estas herramientas de ia,7/18/2026,1
TikTok,cada vez hay menos estudiantes de la Universidad Tecnica de Ambato capaces de sustentar sus propios trabajos de calculo,7/9/2026,1
TikTok,no se puede confiar en alguien que solo sabe resolver calculo preguntandole a ChatGPT,6/15/2026,1
TikTok,en la UTM muchos ya no entienden ni lo basico de quimica porque todo se lo hace Copilot,7/6/2026,1
Facebook,el problema de los chatbots de ia es que fomenta la pereza mental en los estudiantes de la Universidad Catolica de Santiago de Guayaquil,6/30/2026,1
TikTok,los docentes de medicina deberian sancionar con cero a quien entregue trabajos hechos con los chatbots de ia,7/13/2026,1
X,en la Universidad Tecnica de Ambato deberian volver a los examenes escritos a mano para frenar el abuso de Gemini,6/12/2026,1
Facebook,no se puede confiar en alguien que solo sabe resolver calculo preguntandole a DeepSeek,7/7/2026,1
X,da pena ver titulados de calculo que no saben nada sin consultar los chatbots de ia primero,7/12/2026,1
TikTok,cuando prohiban Claude en la Universidad Nacional de Loja recien se van a dar cuenta cuanto dependian de eso,7/1/2026,1
Facebook,da pena ver titulados de psicologia que no saben nada sin consultar Copilot primero,7/14/2026,1
TikTok,la Universidad Nacional de Loja deberia prohibir totalmente ChatGPT en examenes y trabajos de marketing,7/22/2026,1
TikTok,DeepSeek solo sirve para hacer vagos a los estudiantes de mineria de datos,7/29/2026,1
X,los docentes de psicologia deberian sancionar con cero a quien entregue trabajos hechos con Gemini,7/22/2026,1
Facebook,"los detectores de los chatbots de ia en la PUCE deberian ser obligatorios, hay demasiado plagio",7/20/2026,1
TikTok,da pena ver titulados de programacion que no saben nada sin consultar estas herramientas de ia primero,7/31/2026,1
X,el problema de ChatGPT es que fomenta la pereza mental en los estudiantes de la Universidad Catolica de Santiago de Guayaquil,7/26/2026,1
TikTok,da pena ver titulados de mineria de datos que no saben nada sin consultar Gemini primero,6/26/2026,1
X,esto va a generar profesionales incapaces de pensar por si mismos en fisica,7/27/2026,1
TikTok,los docentes de quimica deberian sancionar con cero a quien entregue trabajos hechos con Copilot,7/1/2026,1
TikTok,da pena ver titulados de mineria de datos que no saben nada sin consultar DeepSeek primero,7/4/2026,1
Facebook,usar estas herramientas de ia en los trabajos de estadistica deberia considerarse fraude academico,7/4/2026,1
TikTok,el nivel de fisica ha bajado muchisimo desde que todos usan DeepSeek para todo,7/20/2026,1
X,no se puede confiar en alguien que solo sabe resolver estadistica preguntandole a DeepSeek,7/21/2026,1
TikTok,esto va a generar profesionales incapaces de pensar por si mismos en bases de datos,7/21/2026,1
TikTok,Copilot solo sirve para hacer vagos a los estudiantes de diseno grafico,7/26/2026,1
Facebook,"cuando se graduen sin saber nada de electronica por culpa de Copilot, ahi se van a arrepentir",7/5/2026,1
X,"los detectores de estas herramientas de ia en la Universidad Central deberian ser obligatorios, hay demasiado plagio",7/28/2026,1
X,cada vez hay menos estudiantes de la Universidad Tecnica de Ambato capaces de sustentar sus propios trabajos de contabilidad,6/29/2026,1
X,cuando prohiban estas herramientas de ia en la ESPOL recien se van a dar cuenta cuanto dependian de eso,7/4/2026,1
TikTok,la ESPE deberia prohibir totalmente DeepSeek en examenes y trabajos de bases de datos,7/9/2026,1
TikTok,los docentes de redaccion academica deberian sancionar con cero a quien entregue trabajos hechos con DeepSeek,7/12/2026,1
Facebook,da pena ver titulados de enfermeria que no saben nada sin consultar los chatbots de ia primero,7/19/2026,1
X,DeepSeek esta destruyendo el pensamiento critico de los estudiantes de la Universidad Nacional de Loja,7/7/2026,1
X,el nivel de fisica ha bajado muchisimo desde que todos usan Copilot para todo,7/17/2026,1
Facebook,el nivel de programacion ha bajado muchisimo desde que todos usan estas herramientas de ia para todo,7/22/2026,1
Facebook,da pena ver titulados de bases de datos que no saben nada sin consultar estas herramientas de ia primero,7/29/2026,1
TikTok,cada vez hay menos estudiantes de la Universidad Catolica de Santiago de Guayaquil capaces de sustentar sus propios trabajos de contabilidad,6/9/2026,1
TikTok,la UTM deberia prohibir totalmente estas herramientas de ia en examenes y trabajos de diseno grafico,6/16/2026,1
TikTok,cada vez hay menos estudiantes de la PUCE capaces de sustentar sus propios trabajos de contabilidad,7/16/2026,1
TikTok,cada vez hay menos estudiantes de la Universidad Nacional de Loja capaces de sustentar sus propios trabajos de diseno grafico,6/4/2026,1
Facebook,da pena ver titulados de mineria de datos que no saben nada sin consultar Copilot primero,7/7/2026,1
X,cuando prohiban Gemini en la Universidad de Guayaquil recien se van a dar cuenta cuanto dependian de eso,7/20/2026,1
Facebook,la Universidad de Guayaquil deberia prohibir totalmente DeepSeek en examenes y trabajos de derecho,7/8/2026,1
TikTok,"es facilismo puro usar los chatbots de ia para todo, nadie quiere esforzarse ya en psicologia",6/9/2026,1
Facebook,los chatbots de ia esta destruyendo el pensamiento critico de los estudiantes de la ESPOL,7/11/2026,1
Facebook,ChatGPT solo sirve para hacer vagos a los estudiantes de mineria de datos,7/14/2026,1
TikTok,usar Claude para copiar los deberes de quimica es una falta de respeto al esfuerzo real,6/11/2026,1
Facebook,el nivel de enfermeria ha bajado muchisimo desde que todos usan DeepSeek para todo,7/24/2026,1
Facebook,en la PUCE muchos ya no entienden ni lo basico de quimica porque todo se lo hace Copilot,7/31/2026,1
TikTok,los docentes de calculo deberian sancionar con cero a quien entregue trabajos hechos con Claude,7/11/2026,1
TikTok,estas herramientas de ia solo sirve para hacer vagos a los estudiantes de fisica,7/13/2026,1
X,cada vez veo mas estudiantes de la PUCE que no saben redactar sin la ayuda de Claude,7/15/2026,1
TikTok,DeepSeek solo sirve para hacer vagos a los estudiantes de fisica,6/6/2026,1
X,usar ChatGPT para copiar los deberes de arquitectura es una falta de respeto al esfuerzo real,7/25/2026,1
TikTok,usar ChatGPT en los trabajos de calculo deberia considerarse fraude academico,7/6/2026,1
X,en la Universidad Nacional de Loja el plagio con Copilot se volvio algo normal y nadie hace nada,6/2/2026,1
Facebook,"cuando se graduen sin saber nada de estadistica por culpa de Gemini, ahi se van a arrepentir",6/27/2026,1
Facebook,en la ESPOL deberian volver a los examenes escritos a mano para frenar el abuso de Gemini,7/2/2026,1
TikTok,da pena ver titulados de enfermeria que no saben nada sin consultar Copilot primero,7/8/2026,1
Facebook,cuando prohiban ChatGPT en la PUCE recien se van a dar cuenta cuanto dependian de eso,7/23/2026,1
TikTok,en la UTPL muchos ya no entienden ni lo basico de contabilidad porque todo se lo hace ChatGPT,7/13/2026,1
TikTok,"cuando se graduen sin saber nada de psicologia por culpa de los chatbots de ia, ahi se van a arrepentir",7/14/2026,1
TikTok,que verguenza que en la Universidad Central los estudiantes ya no sepan resolver nada sin Copilot,6/27/2026,1
X,el nivel de psicologia ha bajado muchisimo desde que todos usan Claude para todo,7/2/2026,1
TikTok,es preocupante ver companeros de enfermeria que no distinguen si aprendieron algo o solo copiaron de Claude,7/18/2026,1
Facebook,la UTM deberia prohibir totalmente los chatbots de ia en examenes y trabajos de quimica,7/26/2026,1
Facebook,el nivel de electronica ha bajado muchisimo desde que todos usan ChatGPT para todo,6/21/2026,1
X,el problema de los chatbots de ia es que fomenta la pereza mental en los estudiantes de la Universidad Central,7/9/2026,1
X,"los detectores de los chatbots de ia en la Universidad de las Fuerzas Armadas deberian ser obligatorios, hay demasiado plagio",7/23/2026,1
Facebook,en la PUCE deberian volver a los examenes escritos a mano para frenar el abuso de DeepSeek,6/23/2026,1
X,en la Universidad Catolica de Santiago de Guayaquil deberian volver a los examenes escritos a mano para frenar el abuso de Claude,6/20/2026,1
X,esto va a generar profesionales incapaces de pensar por si mismos en electronica,7/11/2026,1
TikTok,los docentes de medicina deberian sancionar con cero a quien entregue trabajos hechos con ChatGPT,7/20/2026,1
TikTok,los docentes de marketing deberian sancionar con cero a quien entregue trabajos hechos con DeepSeek,7/30/2026,1
Facebook,cuando prohiban Copilot en la ESPE recien se van a dar cuenta cuanto dependian de eso,6/25/2026,1
TikTok,cuando prohiban Claude en la Universidad de las Fuerzas Armadas recien se van a dar cuenta cuanto dependian de eso,6/7/2026,1
TikTok,la Universidad de las Fuerzas Armadas deberia prohibir totalmente estas herramientas de ia en examenes y trabajos de arquitectura,6/21/2026,1
TikTok,usar los chatbots de ia en los trabajos de fisica deberia considerarse fraude academico,7/12/2026,1
Facebook,depender tanto de estas herramientas de ia para quimica esta afectando la capacidad de razonar de los estudiantes,6/27/2026,1
X,"es facilismo puro usar estas herramientas de ia para todo, nadie quiere esforzarse ya en medicina",6/1/2026,1
TikTok,la Universidad Catolica de Santiago de Guayaquil deberia prohibir totalmente Gemini en examenes y trabajos de electronica,7/26/2026,1
Facebook,los docentes de mineria de datos deberian sancionar con cero a quien entregue trabajos hechos con los chatbots de ia,7/18/2026,1
X,la Universidad Tecnica de Ambato deberia prohibir totalmente Gemini en examenes y trabajos de enfermeria,6/6/2026,1
TikTok,"cuando se graduen sin saber nada de redaccion academica por culpa de estas herramientas de ia, ahi se van a arrepentir",7/7/2026,1
TikTok,en la UTPL deberian volver a los examenes escritos a mano para frenar el abuso de ChatGPT,7/9/2026,1
TikTok,no se puede confiar en alguien que solo sabe resolver ingles tecnico preguntandole a DeepSeek,7/30/2026,1
Facebook,usar estas herramientas de ia en los trabajos de mineria de datos deberia considerarse fraude academico,7/19/2026,1
TikTok,no se puede confiar en alguien que solo sabe resolver ingles tecnico preguntandole a Copilot,7/28/2026,1
Facebook,ChatGPT solo sirve para hacer vagos a los estudiantes de enfermeria,7/22/2026,1
X,en la UTPL deberian volver a los examenes escritos a mano para frenar el abuso de Gemini,6/13/2026,1
X,no se puede confiar en alguien que solo sabe resolver redaccion academica preguntandole a Gemini,6/27/2026,1
Facebook,cada vez veo mas estudiantes de la Universidad de Guayaquil que no saben redactar sin la ayuda de Claude,7/18/2026,1
TikTok,depender tanto de ChatGPT para bases de datos esta afectando la capacidad de razonar de los estudiantes,6/22/2026,1
Facebook,el nivel de redaccion academica ha bajado muchisimo desde que todos usan Claude para todo,7/6/2026,1
TikTok,esto va a generar profesionales incapaces de pensar por si mismos en quimica,6/24/2026,1
X,"es facilismo puro usar Claude para todo, nadie quiere esforzarse ya en enfermeria",7/4/2026,1
X,el nivel de medicina ha bajado muchisimo desde que todos usan Copilot para todo,7/9/2026,1
TikTok,estas herramientas de ia esta destruyendo el pensamiento critico de los estudiantes de la Universidad de Guayaquil,6/29/2026,1
Facebook,Copilot esta destruyendo el pensamiento critico de los estudiantes de la Universidad de las Fuerzas Armadas,7/20/2026,1
Facebook,usar Copilot para copiar los deberes de ingles tecnico es una falta de respeto al esfuerzo real,7/22/2026,1
TikTok,"cuando se graduen sin saber nada de derecho por culpa de Gemini, ahi se van a arrepentir",7/9/2026,1
X,"es facilismo puro usar Gemini para todo, nadie quiere esforzarse ya en marketing",7/16/2026,1
Facebook,cada vez hay menos estudiantes de la Universidad Catolica de Santiago de Guayaquil capaces de sustentar sus propios trabajos de fisica,7/29/2026,1
TikTok,da pena ver titulados de calculo que no saben nada sin consultar Gemini primero,7/30/2026,1
Facebook,esto va a generar profesionales incapaces de pensar por si mismos en psicologia,6/29/2026,1
Facebook,en la Universidad de Cuenca el plagio con estas herramientas de ia se volvio algo normal y nadie hace nada,7/13/2026,1
Facebook,en la ESPOL el plagio con Copilot se volvio algo normal y nadie hace nada,7/15/2026,1
TikTok,"es facilismo puro usar Claude para todo, nadie quiere esforzarse ya en bases de datos",6/10/2026,1
Facebook,esto va a generar profesionales incapaces de pensar por si mismos en medicina,7/17/2026,1
Facebook,cuando prohiban estas herramientas de ia en la Universidad Central recien se van a dar cuenta cuanto dependian de eso,7/20/2026,1
TikTok,esto va a generar profesionales incapaces de pensar por si mismos en mineria de datos,6/13/2026,1
Facebook,"los detectores de Copilot en la ESPOL deberian ser obligatorios, hay demasiado plagio",7/23/2026,1
TikTok,en la Universidad Catolica de Santiago de Guayaquil muchos ya no entienden ni lo basico de diseno grafico porque todo se lo hace Gemini,6/18/2026,1
Facebook,"es facilismo puro usar ChatGPT para todo, nadie quiere esforzarse ya en enfermeria",6/3/2026,1
TikTok,es preocupante ver companeros de contabilidad que no distinguen si aprendieron algo o solo copiaron de ChatGPT,7/9/2026,1
Facebook,el problema de DeepSeek es que fomenta la pereza mental en los estudiantes de la Universidad de las Fuerzas Armadas,6/5/2026,1
Facebook,el problema de Copilot es que fomenta la pereza mental en los estudiantes de la UTPL,6/7/2026,1
TikTok,la Universidad de Guayaquil deberia prohibir totalmente los chatbots de ia en examenes y trabajos de marketing,7/14/2026,1
TikTok,en la ESPOL deberian volver a los examenes escritos a mano para frenar el abuso de ChatGPT,7/15/2026,1
Facebook,los docentes de programacion deberian sancionar con cero a quien entregue trabajos hechos con estas herramientas de ia,6/10/2026,1
Facebook,los docentes de diseno grafico deberian sancionar con cero a quien entregue trabajos hechos con Claude,6/12/2026,1
TikTok,cuando prohiban ChatGPT en la UTM recien se van a dar cuenta cuanto dependian de eso,7/29/2026,1
Facebook,los chatbots de ia solo sirve para hacer vagos a los estudiantes de diseno grafico,6/26/2026,1
Facebook,en la Universidad Catolica de Santiago de Guayaquil muchos ya no entienden ni lo basico de derecho porque todo se lo hace Claude,6/28/2026,1
TikTok,da pena ver titulados de ingles tecnico que no saben nada sin consultar Gemini primero,7/29/2026,1
TikTok,"cuando se graduen sin saber nada de quimica por culpa de Gemini, ahi se van a arrepentir",7/30/2026,1
TikTok,cuando prohiban ChatGPT en la Universidad de las Fuerzas Armadas recien se van a dar cuenta cuanto dependian de eso,6/9/2026,1
X,"es facilismo puro usar estas herramientas de ia para todo, nadie quiere esforzarse ya en marketing",7/21/2026,1
TikTok,usar ChatGPT para copiar los deberes de programacion es una falta de respeto al esfuerzo real,6/12/2026,1
X,el nivel de electronica ha bajado muchisimo desde que todos usan los chatbots de ia para todo,7/1/2026,1
Facebook,da pena ver titulados de redaccion academica que no saben nada sin consultar DeepSeek primero,7/8/2026,1
TikTok,cada vez veo mas estudiantes de la ESPE que no saben redactar sin la ayuda de Claude,6/26/2026,1
X,el nivel de electronica ha bajado muchisimo desde que todos usan estas herramientas de ia para todo,7/2/2026,1
X,da pena ver titulados de fisica que no saben nada sin consultar estas herramientas de ia primero,7/16/2026,1
Facebook,es preocupante ver companeros de electronica que no distinguen si aprendieron algo o solo copiaron de ChatGPT,7/18/2026,1
Facebook,los chatbots de ia solo sirve para hacer vagos a los estudiantes de calculo,7/23/2026,1
X,esto va a generar profesionales incapaces de pensar por si mismos en marketing,6/2/2026,1
Facebook,usar Gemini para copiar los deberes de programacion es una falta de respeto al esfuerzo real,7/30/2026,1
X,cada vez veo mas estudiantes de la UTPL que no saben redactar sin la ayuda de DeepSeek,6/12/2026,1
X,usar Claude para copiar los deberes de enfermeria es una falta de respeto al esfuerzo real,6/17/2026,1
Facebook,habria que estudiar mas a fondo el impacto real de ChatGPT en el aprendizaje de redaccion academica,6/20/2026,0
Facebook,"el debate sobre ChatGPT en psicologia sigue abierto, hay argumentos de los dos lados",7/11/2026,0
TikTok,todavia estamos evaluando como Copilot esta cambiando la forma de estudiar mineria de datos,6/28/2026,0
Facebook,en la Universidad Nacional de Loja se habla mucho de estas herramientas de ia pero todavia no hay reglas escritas para redaccion academica,6/25/2026,0
Facebook,faltan estudios locales sobre el efecto de Copilot en el rendimiento de mineria de datos en ecuador,6/30/2026,0
X,todavia estamos evaluando como ChatGPT esta cambiando la forma de estudiar estadistica,7/17/2026,0
TikTok,supongo que con el tiempo la UTPL tendra que definir una postura sobre los chatbots de ia,7/8/2026,0
TikTok,faltan estudios locales sobre el efecto de DeepSeek en el rendimiento de marketing en ecuador,7/15/2026,0
Facebook,faltan estudios locales sobre el efecto de Copilot en el rendimiento de enfermeria en ecuador,7/2/2026,0
Facebook,la ESPE todavia no tiene una politica clara sobre el uso de Copilot en mineria de datos,7/5/2026,0
TikTok,"algunos usan Claude para investigar y otros solo para copiar, ahi esta la diferencia",7/22/2026,0
Facebook,"ni tan bueno ni tan malo, DeepSeek es una herramienta mas que hay que aprender a manejar en contabilidad",7/28/2026,0
Facebook,"no creo que se pueda generalizar, el uso de DeepSeek varia mucho entre carreras como medicina",7/6/2026,0
TikTok,supongo que con el tiempo la Universidad Central tendra que definir una postura sobre los chatbots de ia,7/27/2026,0
X,la Universidad de las Fuerzas Armadas deberia primero capacitar a los docentes antes de decidir si prohibir o permitir estas herramientas de ia,7/27/2026,0
X,me parece que hace falta mas regulacion sobre Copilot en las carreras de diseno grafico en la ESPE,7/3/2026,0
Facebook,"algunos usan Copilot para investigar y otros solo para copiar, ahi esta la diferencia",7/9/2026,0
TikTok,"el debate sobre Claude en calculo sigue abierto, hay argumentos de los dos lados",7/30/2026,0
TikTok,todavia estamos evaluando como estas herramientas de ia esta cambiando la forma de estudiar redaccion academica,7/16/2026,0
TikTok,supongo que con el tiempo la Universidad Nacional de Loja tendra que definir una postura sobre DeepSeek,7/21/2026,0
TikTok,la UTPL deberia primero capacitar a los docentes antes de decidir si prohibir o permitir ChatGPT,7/22/2026,0
Facebook,la Universidad Tecnica de Ambato todavia no tiene una politica clara sobre el uso de Gemini en enfermeria,7/14/2026,0
Facebook,en la Universidad Catolica de Santiago de Guayaquil se habla mucho de ChatGPT pero todavia no hay reglas escritas para arquitectura,7/16/2026,0
Facebook,supongo que con el tiempo la Universidad Nacional de Loja tendra que definir una postura sobre ChatGPT,7/19/2026,0
Facebook,"no creo que se pueda generalizar, el uso de los chatbots de ia varia mucho entre carreras como redaccion academica",7/24/2026,0
TikTok,habria que estudiar mas a fondo el impacto real de ChatGPT en el aprendizaje de contabilidad,7/7/2026,0
TikTok,la Universidad Central esta analizando normativas nuevas sobre el uso de DeepSeek en trabajos de quimica,7/21/2026,0
TikTok,"ni tan bueno ni tan malo, ChatGPT es una herramienta mas que hay que aprender a manejar en diseno grafico",7/31/2026,0
Facebook,"no creo que se pueda generalizar, el uso de los chatbots de ia varia mucho entre carreras como marketing",6/6/2026,0
Facebook,"ni tan bueno ni tan malo, los chatbots de ia es una herramienta mas que hay que aprender a manejar en enfermeria",6/16/2026,0
Facebook,en la UTM se habla mucho de estas herramientas de ia pero todavia no hay reglas escritas para contabilidad,6/23/2026,0
X,"no se si DeepSeek es buena o mala, depende de la etica de cada quien",7/24/2026,0
X,supongo que con el tiempo la Universidad de Guayaquil tendra que definir una postura sobre Claude,7/26/2026,0
X,la UTM todavia no tiene una politica clara sobre el uso de estas herramientas de ia en medicina,7/17/2026,0
Facebook,la Universidad Catolica de Santiago de Guayaquil deberia primero capacitar a los docentes antes de decidir si prohibir o permitir Claude,6/26/2026,0
Facebook,es dificil saber cuanto ayuda realmente los chatbots de ia sin ver caso por caso en redaccion academica,7/1/2026,0
X,es dificil saber cuanto ayuda realmente Claude sin ver caso por caso en enfermeria,7/5/2026,0
TikTok,"en la UTM algunos profesores permiten ChatGPT en contabilidad y otros no, falta un criterio unico",6/5/2026,0
TikTok,todavia estamos evaluando como Gemini esta cambiando la forma de estudiar medicina,7/5/2026,0
Facebook,"ni tan bueno ni tan malo, los chatbots de ia es una herramienta mas que hay que aprender a manejar en contabilidad",7/8/2026,0
TikTok,me parece que hace falta mas regulacion sobre Copilot en las carreras de medicina en la ESPOL,7/8/2026,0
TikTok,"depende de cada estudiante, Copilot puede ayudar o perjudicar segun como se use en estadistica",7/18/2026,0
TikTok,la Universidad Tecnica de Ambato deberia primero capacitar a los docentes antes de decidir si prohibir o permitir Claude,7/21/2026,0
TikTok,es dificil saber cuanto ayuda realmente DeepSeek sin ver caso por caso en bases de datos,7/23/2026,0
Facebook,es dificil saber cuanto ayuda realmente DeepSeek sin ver caso por caso en mineria de datos,7/9/2026,0
TikTok,todavia estamos evaluando como Gemini esta cambiando la forma de estudiar arquitectura,7/30/2026,0
X,me parece que hace falta mas regulacion sobre ChatGPT en las carreras de calculo en la Universidad de Guayaquil,7/15/2026,0
Facebook,todavia estamos evaluando como DeepSeek esta cambiando la forma de estudiar calculo,7/14/2026,0
TikTok,"algunos usan Gemini para investigar y otros solo para copiar, ahi esta la diferencia",7/24/2026,0
TikTok,"depende de cada estudiante, los chatbots de ia puede ayudar o perjudicar segun como se use en bases de datos",7/27/2026,0
Facebook,supongo que con el tiempo la Universidad de las Fuerzas Armadas tendra que definir una postura sobre DeepSeek,7/17/2026,0
Facebook,"no creo que se pueda generalizar, el uso de los chatbots de ia varia mucho entre carreras como psicologia",7/22/2026,0
Facebook,todavia estamos evaluando como Copilot esta cambiando la forma de estudiar psicologia,7/24/2026,0
TikTok,es dificil saber cuanto ayuda realmente Gemini sin ver caso por caso en quimica,6/3/2026,0
Facebook,la Universidad Tecnica de Ambato esta analizando normativas nuevas sobre el uso de Copilot en trabajos de quimica,6/12/2026,0
X,todavia estamos evaluando como ChatGPT esta cambiando la forma de estudiar psicologia,7/18/2026,0
X,todavia estamos evaluando como Claude esta cambiando la forma de estudiar quimica,7/25/2026,0
TikTok,"el debate sobre Copilot en diseno grafico sigue abierto, hay argumentos de los dos lados",6/17/2026,0
X,"en la Universidad Tecnica de Ambato algunos profesores permiten Copilot en ingles tecnico y otros no, falta un criterio unico",7/26/2026,0
TikTok,la UTPL todavia no tiene una politica clara sobre el uso de los chatbots de ia en calculo,6/20/2026,0
Facebook,"el debate sobre los chatbots de ia en medicina sigue abierto, hay argumentos de los dos lados",6/17/2026,0
TikTok,"no se si estas herramientas de ia es buena o mala, depende de la etica de cada quien",7/4/2026,0
TikTok,la Universidad de Cuenca deberia primero capacitar a los docentes antes de decidir si prohibir o permitir ChatGPT,7/25/2026,0
X,"en la UTM algunos profesores permiten estas herramientas de ia en contabilidad y otros no, falta un criterio unico",7/27/2026,0
X,la Universidad Nacional de Loja todavia no tiene una politica clara sobre el uso de Gemini en estadistica,7/30/2026,0
Facebook,la Universidad Tecnica de Ambato esta analizando normativas nuevas sobre el uso de DeepSeek en trabajos de redaccion academica,7/17/2026,0
X,la Universidad de Guayaquil todavia no tiene una politica clara sobre el uso de Copilot en contabilidad,6/8/2026,0
TikTok,supongo que con el tiempo la ESPE tendra que definir una postura sobre DeepSeek,6/12/2026,0
TikTok,la Universidad Catolica de Santiago de Guayaquil esta analizando normativas nuevas sobre el uso de los chatbots de ia en trabajos de fisica,6/22/2026,0
X,faltan estudios locales sobre el efecto de DeepSeek en el rendimiento de diseno grafico en ecuador,7/8/2026,0
Facebook,la Universidad de Cuenca todavia no tiene una politica clara sobre el uso de Copilot en diseno grafico,7/20/2026,0
X,"en la ESPOL algunos profesores permiten Gemini en calculo y otros no, falta un criterio unico",7/15/2026,0
X,la Universidad Central deberia primero capacitar a los docentes antes de decidir si prohibir o permitir Copilot,7/20/2026,0
TikTok,faltan estudios locales sobre el efecto de Claude en el rendimiento de contabilidad en ecuador,7/2/2026,0
TikTok,faltan estudios locales sobre el efecto de Gemini en el rendimiento de quimica en ecuador,7/3/2026,0
TikTok,supongo que con el tiempo la PUCE tendra que definir una postura sobre estas herramientas de ia,7/4/2026,0
Facebook,la Universidad Tecnica de Ambato deberia primero capacitar a los docentes antes de decidir si prohibir o permitir los chatbots de ia,7/23/2026,0
TikTok,"no creo que se pueda generalizar, el uso de Claude varia mucho entre carreras como marketing",7/18/2026,0
Facebook,"no creo que se pueda generalizar, el uso de ChatGPT varia mucho entre carreras como diseno grafico",7/9/2026,0
Facebook,supongo que con el tiempo la PUCE tendra que definir una postura sobre Copilot,7/11/2026,0
TikTok,en la Universidad Nacional de Loja se habla mucho de los chatbots de ia pero todavia no hay reglas escritas para arquitectura,6/23/2026,0
Facebook,faltan estudios locales sobre el efecto de ChatGPT en el rendimiento de ingles tecnico en ecuador,7/25/2026,0
Facebook,"depende de cada estudiante, los chatbots de ia puede ayudar o perjudicar segun como se use en medicina",7/19/2026,0
TikTok,"en la Universidad de Cuenca algunos profesores permiten Claude en fisica y otros no, falta un criterio unico",6/30/2026,0
TikTok,"depende de cada estudiante, los chatbots de ia puede ayudar o perjudicar segun como se use en redaccion academica",7/21/2026,0
